,client,dst_ip,dst_port,epoch_time,label,protocol,received_bytes,sent_bytes,src_ip
83,2,219.105.49.212,80,1546954746,Malware,TCP,0,0,192.168.190.60
84,2,200.187.98.169,80,1547052713,Malware,TCP,0,0,10.200.44.53
85,2,8.8.8.8,53,1545911962,Malware,UDP,0,0,192.168.200.133
86,5,70.115.0.9,53,1546266270,Adware,UDP,0,370,10.0.11.7
87,2,8.8.8.8,53,1547113208,Malware,UDP,0,0,192.168.172.224
88,2,8.8.8.8,53,1545911897,Malware,UDP,208,144,192.168.200.133
89,2,8.8.8.8,53,1545661899,Malware,UDP,0,0,192.168.172.69
90,2,8.8.8.8,53,1545911897,Malware,UDP,0,0,192.168.200.133
91,2,114.77.190.35,80,1547222844,Malware,TCP,0,0,192.168.172.53
92,2,10.200.105.201,53,1546511332,Malware,UDP,945,396,10.200.43.20
93,2,10.200.105.201,53,1546005475,Malware,UDP,153,140,10.195.144.7
94,2,97.184.0.10,80,1545902154,Malware,TCP,0,0,10.200.43.110
95,2,8.8.8.8,53,1546968670,Malware,UDP,435,234,192.168.162.169
96,2,8.8.8.8,53,1547115748,Malware,UDP,343,96,192.168.162.215
97,2,60.169.245.138,80,1547210624,Malware,TCP,6208,8400,192.168.155.70
98,2,8.8.8.8,53,1547124029,Adware,UDP,0,0,192.168.198.32
99,5,70.115.0.9,53,1545837438,Malware,UDP,0,0,10.0.11.7
100,2,8.8.8.8,53,1547224468,Malware,UDP,0,0,192.168.170.158
101,2,97.184.0.10,80,1545911891,Malware,TCP,0,0,192.168.200.133
102,2,10.200.105.201,53,1546450207,Malware,UDP,270,88,10.200.43.20
103,2,10.200.105.202,53,1545655002,Malware,UDP,92,90,10.200.44.54
104,2,10.200.105.201,53,1546426075,Malware,UDP,333,152,10.197.88.20
105,2,8.8.8.8,53,1546527313,Malware,UDP,204,210,192.168.252.164
106,2,8.8.8.8,53,1545426060,Malware,UDP,98,66,192.168.151.229
107,2,8.8.8.8,53,1546550664,Malware,UDP,0,0,192.168.155.54
108,2,10.200.105.202,53,1545902297,Malware,UDP,0,0,10.200.43.110
109,2,40.231.9.114,80,1545428685,Malware,TCP,2720,559,10.196.74.13
110,2,8.8.8.8,53,1546511580,Malware,UDP,0,0,192.168.190.14
111,2,10.200.105.200,53,1545512677,Malware,UDP,65,33,10.196.74.10
112,5,70.115.0.9,53,1546981919,Adware,UDP,0,486,10.0.11.13
113,2,10.200.105.200,53,1546613857,Malware,UDP,51,70,10.196.86.57
114,2,8.8.8.8,53,1545398640,Malware,UDP,0,0,192.168.144.48
115,2,168.210.195.122,80,1546446605,Malware,TCP,1196,568,10.196.16.16
116,2,10.200.105.201,53,1546446660,Malware,UDP,51,35,10.196.16.18
117,2,8.8.8.8,53,1546617284,Malware,UDP,188,124,192.168.198.112
118,2,8.8.8.8,53,1546864900,Malware,UDP,0,0,192.168.182.65
119,2,8.8.8.8,53,1546862727,Malware,UDP,0,0,192.168.174.111
120,2,10.200.105.200,53,1546092528,Malware,UDP,0,0,10.196.74.10
121,2,8.8.8.8,53,1546946126,Malware,UDP,0,0,192.168.150.91
122,2,8.8.8.8,53,1546613865,Malware,UDP,0,0,192.168.190.59
123,2,40.241.253.240,80,1545402781,Malware,TCP,2528,1692,192.168.143.193
124,2,114.77.190.35,80,1546436074,Malware,TCP,0,0,192.168.198.57
125,2,10.200.105.201,53,1547200818,Malware,UDP,51,35,10.195.20.35
126,2,8.8.8.8,53,1546422445,Malware,UDP,0,0,192.168.200.10
127,2,10.200.105.202,53,1545902427,Malware,UDP,0,0,10.200.43.110
128,2,8.8.8.8,53,1546438680,Malware,UDP,222,76,192.168.142.110
129,3,192.168.98.222,80,1546172060,Malware,TCP,0,0,192.168.37.10
130,5,70.115.0.9,53,1547224216,Adware,UDP,0,878,10.0.11.13
131,2,10.200.105.201,53,1547022794,Malware,UDP,0,0,10.200.43.117
132,2,179.239.8.164,80,1545422231,Malware,TCP,1134,784,10.196.74.13
133,2,8.8.8.8,53,1546609119,Malware,UDP,1692,1240,192.168.176.5
134,2,10.200.105.201,53,1546430678,Malware,UDP,232,551,10.196.78.51
135,2,8.8.8.8,53,1546878871,Malware,UDP,102,70,192.168.252.164
136,5,70.115.0.9,53,1545932644,Malware,UDP,0,0,10.0.11.13
137,2,58.221.28.217,80,1545398990,Malware,TCP,1608,3484,192.168.170.43
138,2,10.200.105.202,53,1545902168,Malware,UDP,830,396,10.200.43.110
139,2,10.200.105.202,53,1545382801,Malware,UDP,0,0,10.197.208.46
140,5,10.0.11.22,29080,1545492412,Malware,TCP,0,0,191.220.70.162
141,2,10.200.105.201,53,1545919412,Malware,UDP,1110,380,10.197.207.249
142,2,114.77.190.35,80,1546436074,Malware,TCP,0,0,192.168.198.57
143,2,10.200.105.201,53,1547134444,Malware,UDP,0,68,10.196.144.11
144,3,192.168.98.222,80,1546202746,Malware,TCP,0,0,192.168.37.10
145,2,10.200.105.201,53,1546009055,Malware,UDP,0,0,10.197.202.28
146,5,70.115.0.9,53,1546518598,Malware,UDP,0,0,10.0.11.13
147,2,10.200.105.201,53,1547038280,Malware,UDP,0,0,10.197.204.47
148,2,8.8.8.8,53,1546971155,Malware,UDP,0,0,192.168.200.106
149,5,70.115.0.9,53,1545859697,Adware,UDP,0,254,10.0.11.7
150,5,70.115.0.9,53,1546872839,Adware,UDP,0,668,10.0.11.7
151,2,10.200.105.201,53,1547205893,Malware,UDP,222,152,10.197.206.33
152,2,8.8.8.8,53,1546677544,Malware,UDP,0,0,192.168.195.194
153,3,8.8.8.8,53,1546321307,Malware,UDP,0,840,192.168.37.10
154,3,192.168.98.222,80,1546352612,Malware,TCP,0,0,192.168.37.10
155,2,8.8.8.8,53,1546515065,Malware,UDP,0,88,192.168.182.42
156,2,191.177.230.5,80,1545389739,Malware,TCP,0,0,192.168.172.67
157,2,40.224.176.40,80,1547224468,Malware,TCP,0,0,192.168.170.158
158,2,8.8.8.8,53,1547047163,Malware,UDP,0,0,192.168.194.23
159,2,8.8.8.8,53,1547133846,Malware,UDP,0,0,192.168.182.41
160,2,10.200.105.201,53,1546854618,Malware,UDP,0,0,10.195.20.35
161,2,8.8.8.8,53,1546611446,Malware,UDP,0,0,192.168.180.70
162,2,10.200.105.200,53,1546262820,Malware,UDP,0,0,10.196.86.16
163,2,8.8.8.8,53,1545407380,Malware,UDP,0,0,192.168.170.35
164,2,10.200.105.200,53,1545663283,Malware,UDP,590,214,10.197.202.6
165,2,168.210.195.122,80,1546446660,Malware,TCP,299,142,10.196.16.18
166,2,10.200.105.201,53,1546440214,Malware,UDP,255,175,10.195.78.40
167,2,28.71.63.178,80,1547208966,Malware,TCP,1470,2396,10.197.88.25
168,2,8.8.8.8,53,1545911901,Malware,UDP,0,0,192.168.200.133
169,2,204.134.112.244,80,1546773292,Malware,TCP,794,478,192.168.171.248
170,2,8.8.8.8,53,1547140784,Malware,UDP,0,0,192.168.172.129
171,2,10.200.105.201,53,1546594071,Malware,UDP,51,35,10.195.20.41
172,2,10.200.105.202,53,1545902427,Malware,UDP,0,0,10.200.43.110
173,2,8.8.8.8,53,1547047163,Malware,UDP,96,64,192.168.194.23
174,2,8.8.8.8,53,1546426473,Adware,UDP,116,84,192.168.198.16
175,3,8.8.8.8,53,1546333949,Malware,UDP,0,0,192.168.37.10
176,3,192.168.98.222,80,1546468763,Malware,TCP,0,0,192.168.37.10
177,2,10.200.105.201,53,1546871216,Malware,UDP,0,0,10.197.80.48
178,2,179.239.8.164,80,1546109550,Malware,TCP,1134,786,10.196.74.13
179,2,8.8.8.8,53,1545910494,Malware,UDP,0,0,192.168.184.10
180,2,10.200.105.200,53,1546377098,Malware,UDP,0,0,10.196.74.13
181,2,10.200.105.201,53,1545987081,Malware,UDP,0,0,10.195.202.15
182,2,10.200.105.201,53,1546458359,Malware,UDP,0,0,10.197.206.12
183,2,10.200.105.201,53,1547063263,Malware,UDP,284,96,10.197.206.13
184,2,10.200.105.200,53,1546955633,Malware,UDP,103,68,10.196.88.86
185,2,8.8.8.8,53,1547118706,Malware,UDP,558,1116,192.168.154.167
186,3,8.8.8.8,53,1546234641,Malware,UDP,0,896,192.168.37.10
187,3,192.168.98.222,80,1546438070,Malware,TCP,0,0,192.168.37.10
188,2,10.200.105.200,53,1546956513,Malware,UDP,83,70,10.196.86.45
189,2,8.8.8.8,53,1546882314,Malware,UDP,0,0,192.168.170.147
190,3,8.8.8.8,53,1546152198,Malware,UDP,0,2856,192.168.37.10
191,2,10.200.105.201,53,1547216226,Malware,UDP,91,31,10.195.254.15
192,2,10.200.105.200,53,1545657248,Malware,UDP,0,0,10.195.18.23
193,5,106.20.0.247,80,1546547144,Malware,TCP,0,0,10.0.11.86
194,2,8.8.8.8,53,1546941650,Malware,UDP,0,0,192.168.162.164
195,2,10.200.105.202,53,1545400608,Adware,UDP,0,0,10.195.144.8
196,2,8.8.8.8,53,1547197345,Malware,UDP,238,198,192.168.192.50
197,2,10.200.105.202,53,1546588044,Malware,UDP,0,0,10.197.206.12
198,2,8.8.8.8,53,1546938294,Malware,UDP,0,0,192.168.194.225
199,2,10.200.105.201,53,1547205893,Malware,UDP,114,123,10.197.206.33
200,2,211.185.208.80,80,1546020341,Malware,TCP,39714816,1336,192.168.200.133
201,2,168.144.180.33,80,1545655003,Malware,TCP,11104,5080,10.200.44.54
202,2,11.79.68.108,80,1546878872,Malware,TCP,804,1044,192.168.252.164
203,2,8.8.8.8,53,1546436074,Malware,UDP,0,0,192.168.198.57
204,2,8.8.8.8,53,1547037560,Malware,UDP,0,0,192.168.178.74
205,2,8.8.8.8,53,1546951164,Malware,UDP,0,0,192.168.146.63
206,2,8.8.8.8,53,1546957814,Malware,UDP,0,0,192.168.164.203
207,2,8.8.8.8,53,1547203040,Adware,UDP,0,0,192.168.190.131
208,2,8.8.8.8,53,1546436074,Malware,UDP,0,0,192.168.198.57
209,2,10.200.105.201,53,1546934256,Malware,UDP,295,107,10.197.202.6
210,2,10.200.105.202,53,1545902658,Malware,UDP,0,0,10.200.43.110
211,2,10.200.105.202,53,1546438905,Malware,UDP,46,30,10.196.142.19
212,2,10.200.105.201,53,1546443241,Malware,UDP,102,105,10.195.144.25
213,2,8.8.8.8,53,1547124034,Adware,UDP,0,0,192.168.198.32
214,2,10.200.105.201,53,1546945747,Malware,UDP,0,0,10.196.144.38
215,2,97.184.0.10,80,1545911891,Malware,TCP,8552448,23264,192.168.200.133
216,2,10.200.105.202,53,1546617498,Malware,UDP,0,107,10.197.208.7
217,2,10.200.105.202,53,1545902367,Malware,UDP,0,0,10.200.43.110
218,3,8.8.8.8,53,1546244272,Malware,UDP,0,2856,192.168.37.10
219,2,10.200.105.202,53,1545902357,Malware,UDP,0,0,10.200.43.110
220,2,51.33.90.169,80,1547118244,Malware,TCP,792,4012,192.168.142.170
221,3,8.8.8.8,53,1546442285,Malware,UDP,0,0,192.168.37.10
222,2,10.200.105.201,53,1546954498,Malware,UDP,0,0,10.197.90.114
223,2,204.134.112.243,80,1546865418,Malware,TCP,0,0,192.168.172.38
224,2,58.211.100.111,80,1545908513,Malware,TCP,4384,1784,192.168.170.40
225,3,192.168.98.222,80,1546234642,Malware,TCP,0,0,192.168.37.10
226,2,8.8.8.8,53,1546865416,Malware,UDP,0,36,192.168.172.38
227,5,10.0.11.22,29080,1545492494,Malware,TCP,0,0,88.102.21.215
228,2,8.8.8.8,53,1546541437,Malware,UDP,0,0,192.168.182.45
229,2,10.200.105.201,53,1546523061,Malware,UDP,153,105,10.195.144.23
230,2,8.8.8.8,53,1545909631,Malware,UDP,0,0,192.168.174.57
231,2,8.8.8.8,53,1546969512,Malware,UDP,124,60,192.168.186.13
232,2,10.200.105.200,53,1546615421,Malware,UDP,153,59,10.195.20.58
233,2,40.224.176.40,80,1547224468,Malware,TCP,0,0,192.168.170.158
234,2,8.8.8.8,53,1546422445,Malware,UDP,0,0,192.168.200.10
235,2,10.200.105.202,53,1545402306,Malware,UDP,1072,404,10.197.207.253
236,2,8.8.8.8,53,1546505291,Malware,UDP,0,0,192.168.162.64
237,2,97.184.0.10,80,1545911891,Malware,TCP,0,0,192.168.200.133
238,2,10.200.105.202,53,1545902237,Malware,UDP,0,0,10.200.43.110
239,2,10.200.105.202,53,1546620587,Malware,UDP,0,0,10.197.204.34
240,2,8.8.8.8,53,1546425183,Malware,UDP,0,0,192.168.198.72
241,3,8.8.8.8,53,1546438671,Malware,UDP,0,336,192.168.37.10
242,2,10.200.105.201,53,1546941716,Malware,UDP,0,0,10.195.20.35
243,2,10.200.105.201,53,1546950415,Malware,UDP,114,41,10.197.206.33
244,2,114.77.190.35,80,1547222844,Malware,TCP,0,0,192.168.172.53
245,2,8.8.8.8,53,1547210614,Malware,UDP,0,0,192.168.155.70
246,3,8.8.8.8,53,1546189511,Malware,UDP,0,0,192.168.37.10
247,2,8.8.8.8,53,1547125447,Malware,UDP,0,0,192.168.186.44
248,2,204.134.112.244,80,1547127954,Malware,TCP,1600,974,192.168.146.115
249,2,10.200.105.201,53,1547123451,Malware,UDP,0,105,10.195.142.74
250,2,10.200.105.201,53,1546531281,Malware,UDP,333,114,10.197.206.32
251,5,29.211.100.157,80,1546465539,Malware,TCP,0,0,10.0.11.73
252,2,10.200.105.200,53,1547138073,Malware,UDP,590,332,10.197.208.50
253,2,10.200.105.201,53,1546506037,Malware,UDP,102,175,10.195.20.41
254,5,70.115.0.9,53,1546981918,Adware,UDP,0,602,10.0.11.7
255,2,200.213.114.181,80,1547199423,Malware,TCP,8512,996,192.168.198.83
256,2,8.8.8.8,53,1547197752,Malware,UDP,0,0,192.168.200.48
257,2,109.79.187.28,8899,1546265341,Malware,TCP,372,1490,10.197.204.2
258,2,10.200.105.201,53,1546525500,Malware,UDP,0,0,10.197.78.35
259,5,214.88.55.205,80,1545421558,Malware,TCP,0,0,10.0.11.112
260,2,10.200.105.201,53,1547193936,Malware,UDP,0,0,10.197.202.6
261,2,60.88.164.186,8040,1546618026,Malware,TCP,0,0,10.197.206.55
262,2,184.79.251.128,80,1545991138,Malware,TCP,0,0,192.168.183.254
263,2,10.200.105.201,53,1547055134,Malware,UDP,102,70,10.195.144.24
264,2,8.8.8.8,53,1545911958,Malware,UDP,0,0,192.168.200.133
265,2,8.8.8.8,53,1546860679,Malware,UDP,0,0,192.168.145.72
266,3,192.168.98.222,80,1546447100,Malware,TCP,0,0,192.168.37.10
267,2,58.211.100.111,80,1547220545,Malware,TCP,0,0,192.168.172.53
268,2,8.8.8.8,53,1545402781,Malware,UDP,210,168,192.168.143.193
269,3,8.8.8.8,53,1546297232,Malware,UDP,0,168,192.168.37.10
270,2,40.224.145.202,80,1546548746,Malware,TCP,2740,960,10.196.74.10
271,2,8.8.8.8,53,1545404649,Malware,UDP,0,0,192.168.176.173
272,2,10.200.105.202,53,1545400190,Adware,UDP,58,42,10.195.144.8
273,2,10.200.105.202,53,1545902297,Malware,UDP,0,0,10.200.43.110
274,5,70.115.0.9,53,1546541068,Malware,UDP,0,0,10.0.11.13
275,2,70.185.181.238,80,1547197535,Malware,TCP,7272,3680,192.168.143.13
276,2,8.8.8.8,53,1546441495,Malware,UDP,0,0,192.168.162.159
277,5,40.232.110.131,80,1546518598,Malware,TCP,0,0,10.0.11.142
278,2,10.200.105.201,53,1546501651,Malware,UDP,142,96,10.197.206.12
279,2,10.200.105.201,53,1546449371,Malware,UDP,0,0,10.196.150.28
280,3,8.8.8.8,53,1546361638,Malware,UDP,0,1960,192.168.37.10
281,2,10.200.105.202,53,1545987116,Malware,UDP,0,0,10.195.202.15
282,2,8.8.8.8,53,1546881032,Malware,UDP,282,248,192.168.198.76
283,5,70.115.0.9,53,1547141974,Malware,UDP,0,0,10.0.11.13
284,2,10.200.105.200,53,1546109550,Malware,UDP,75,54,10.196.74.13
285,2,8.8.8.8,53,1547024868,Malware,UDP,0,0,192.168.155.151
286,2,8.8.8.8,53,1547222844,Malware,UDP,0,0,192.168.172.53
287,2,204.134.112.242,80,1545658785,Malware,TCP,678,462,192.168.166.98
288,2,10.200.105.201,53,1545921214,Adware,UDP,0,0,10.200.47.100
289,2,8.8.8.8,53,1545923243,Malware,UDP,127,40,192.168.172.61
290,3,192.168.98.222,80,1546494649,Malware,TCP,0,0,192.168.37.10
291,2,10.200.105.201,53,1546532722,Malware,UDP,188,92,10.195.80.15
292,2,10.200.105.201,53,1546426494,Malware,UDP,408,315,10.195.144.23
293,2,60.169.89.182,80,1547127390,Malware,TCP,826,1410,192.168.176.189
294,2,10.200.105.201,53,1546953583,Malware,UDP,3304,1394,10.200.46.114
295,2,8.8.8.8,53,1545391859,Malware,UDP,0,0,192.168.194.194
296,2,10.200.105.202,53,1546511567,Malware,UDP,0,0,10.195.142.17
297,2,114.77.190.35,80,1546872156,Malware,TCP,0,0,192.168.146.42
298,5,70.115.0.9,53,1547141978,Malware,UDP,0,0,10.0.11.13
299,5,70.115.0.9,53,1547042130,Adware,UDP,0,635,10.0.11.7
300,2,8.8.8.8,53,1545911897,Malware,UDP,0,0,192.168.200.133
301,2,10.200.105.201,53,1546531455,Malware,UDP,204,245,10.195.78.40
302,2,10.200.105.202,53,1545902538,Malware,UDP,0,0,10.200.43.110
303,2,10.200.105.201,53,1547040854,Malware,UDP,0,0,10.195.142.72
304,2,73.219.149.66,80,1547137579,Malware,TCP,0,1282,192.168.152.205
305,2,10.200.105.202,53,1545902357,Malware,UDP,0,0,10.200.43.110
306,2,10.200.105.201,53,1547047345,Malware,UDP,0,0,10.197.206.83
307,2,93.248.214.84,80,1545990501,Malware,TCP,0,0,192.168.190.15
308,2,8.8.8.8,53,1546515072,Malware,UDP,0,0,192.168.182.42
309,2,114.77.190.35,80,1546865019,Malware,TCP,0,0,192.168.182.65
310,2,8.8.8.8,53,1546011135,Malware,UDP,0,0,192.168.200.133
311,2,10.200.105.200,53,1546188398,Malware,UDP,0,0,10.196.74.10
312,5,70.115.0.9,53,1545932651,Malware,UDP,0,0,10.0.11.13
313,2,10.200.105.200,53,1546955634,Malware,UDP,0,0,10.196.88.86
314,2,40.241.253.240,80,1545402781,Malware,TCP,0,0,192.168.143.193
315,2,10.200.105.200,53,1546262819,Malware,UDP,0,0,10.196.86.16
316,5,10.0.11.22,29080,1547293609,Malware,TCP,0,0,72.203.212.222
317,2,40.201.191.165,80,1547210614,Malware,TCP,0,0,192.168.155.70
318,2,8.8.8.8,53,1547220545,Malware,UDP,0,0,192.168.172.53
319,2,8.8.8.8,53,1546620394,Malware,UDP,228,68,192.168.148.50
320,2,110.18.47.145,80,1545512677,Malware,TCP,2356,4092,10.196.74.10
321,2,10.200.105.201,53,1546509583,Malware,UDP,675,220,10.197.208.13
322,3,8.8.8.8,53,1546478390,Malware,UDP,0,0,192.168.37.10
323,2,8.8.8.8,53,1546190658,Malware,UDP,0,0,192.168.171.249
324,2,222.58.204.12,80,1546618790,Malware,TCP,2644,4320,192.168.194.201
325,2,40.224.145.202,80,1546176303,Malware,TCP,2720,555,10.196.74.13
326,3,8.8.8.8,53,1546504433,Malware,UDP,0,952,192.168.37.10
327,2,8.8.8.8,53,1547025593,Malware,UDP,0,0,192.168.188.30
328,2,114.77.190.35,80,1547133892,Malware,TCP,604,970,192.168.182.41
329,3,8.8.8.8,53,1546205152,Malware,UDP,0,728,192.168.37.10
330,5,60.85.71.135,80,1546449935,Malware,TCP,0,0,10.0.11.67
331,2,14.8.4.4,53,1547118615,Malware,UDP,124,248,192.168.154.163
332,2,8.8.8.8,53,1545911183,Malware,UDP,0,0,192.168.180.43
333,2,8.8.8.8,53,1546613832,Malware,UDP,0,144,192.168.192.135
334,2,110.20.209.59,80,1546011135,Malware,TCP,0,0,192.168.200.133
335,2,222.58.212.65,80,1547022794,Malware,TCP,21728,978,10.200.43.117
336,2,70.185.181.238,80,1546514641,Malware,TCP,0,0,192.168.144.91
337,2,10.200.105.201,53,1546531281,Malware,UDP,228,82,10.197.206.32
338,2,212.189.218.209,80,1545512685,Malware,TCP,415,997,10.196.74.10
339,3,8.8.8.8,53,1546297835,Malware,UDP,0,0,192.168.37.10
340,1,200.75.192.252,80,1546083264,Malware,TCP,0,0,95.238.154.247
341,3,192.168.98.222,80,1546383303,Malware,TCP,0,0,192.168.37.10
342,2,8.8.8.8,53,1545395086,Malware,UDP,0,0,192.168.194.46
343,2,10.200.105.200,53,1546947925,Malware,UDP,0,0,10.196.74.15
344,2,8.8.8.8,53,1547114486,Adware,UDP,0,0,192.168.182.42
345,2,8.8.8.8,53,1547026666,Malware,UDP,0,0,192.168.176.233
346,2,194.72.202.124,80,1545407755,Malware,TCP,576,1056,10.197.206.117
347,2,10.200.105.201,53,1546426075,Malware,UDP,228,164,10.197.88.20
348,2,8.8.8.8,53,1545911958,Malware,UDP,0,0,192.168.200.133
349,5,70.115.0.9,53,1546518597,Malware,UDP,0,0,10.0.11.13
350,2,10.200.105.202,53,1545400194,Adware,UDP,0,0,10.195.144.8
351,2,10.200.105.201,53,1545911742,Malware,UDP,0,0,10.195.144.7
352,2,8.8.8.8,53,1545908513,Malware,UDP,0,0,192.168.170.40
353,2,8.8.8.8,53,1546966199,Malware,UDP,0,0,192.168.144.149
